2038460150	paracetamol
1140868226	aspirin
1140871310	ibuprofen
1140861958	simvastatin
1141188442	glucosamine_product
1140865634	omeprazole
1140909674	cod_liver_oil_capsule
1141194794	bendroflumethiazide
1140860806	ramipril
1140879802	amlodipine
1141191044	levothyroxine_sodium
1140866738	atenolol
1193	omega-3/fish_oil_supplement
1140864752	lansoprazole
99999	Free-text_entry,_unable_to_be_coded
1141146234	atorvastatin
1140852976	multivitamins
1140861998	ventolin_100micrograms_inhaler
1140884600	metformin
1140860696	lisinopril
1140923346	co-codamol
1140884488	diclofenac
1140879616	amitriptyline
1140921600	citalopram
1140879406	ranitidine
1140916682	evening_primrose_oil
1140879760	bisoprolol
1140888560	perindopril
1140876592	multivitamin+mineral_preparations
1140911732	garlic_product
1187	chondroitin_product
1140909726	vitamin_c_product
1140922174	alendronate_sodium
1140881856	salbutamol
1140883504	cetirizine
1141176832	seretide_50_evohaler
1140884516	thyroxine_product
1140879778	doxazosin
1140879540	fluoxetine
1140875408	allopurinol
1140864992	tramadol
1141156836	candesartan_cilexetil
1140883066	insulin_product
1140871050	calcichew_d3_tablet
1140888266	warfarin
1140916356	losartan
1140874744	gliclazide
1140909786	beclometasone
1140926934	tamsulosin
1140870422	folic_acid_product
1140888646	felodipine
1140909708	furosemide
1140888552	enalapril
1140862772	loratadine
1141164828	adcal-d3_1.5g/10micrograms_chewable_tablet
1141152998	irbesartan
1141146138	lipitor_10mg_tablet
1140871024	vitamin_b_compound_tablet
1140888538	zinc_product
1140871462	naproxen
1140874420	quinine
1141168318	clopidogrel
1140876136	beconase_50micrograms_nasal_spray
1140879842	propranolol
1140861806	aspirin_75mg_tablet
1140926606	salbutamol_100micrograms_spacehaler
1140923350	co-dydramol
1140870788	calcium_salts
1141192410	rosuvastatin
1140862382	becotide_50_inhaler
1141174520	symbicort_100/6_turbohaler
1140874930	prednisolone
1141192736	ezetimibe
1140870390	ferrous_sulphate
1140911734	ginkgo_forte_tablet
1140866122	bendrofluazide
1140865354	gaviscon_liquid
1140869848	methotrexate
1140888648	pravastatin
1140884444	codeine
1141150944	nasonex_0.05%_aqueous_nasal_spray
1140879428	mebeverine
1140872228	gabapentin
1141145660	valsartan
1140888098	fluticasone
1140852948	calcium+vitamin_d_500units_tablet
1140867878	sertraline
1140868408	premarin_625micrograms_tablet
1140884654	beclomethasone
1140876076	flixonase_50micrograms_aqueous_nasal_spray
1140916282	venlafaxine
1141167594	qvar_50_inhaler
1140871112	vitamin_e_product
1199	food_supplement/plant/herbal_extract
1140868550	finasteride
1189	co-enzyme_q10/ubiquinone/bio-quinone/coenzyme_q10
1140863144	zopiclone
1140884464	dihydrocodeine
1140909806	dosulepin
1140866078	indapamide
1140882694	betnovate_cream
1141177526	esomeprazole
