BROADBIN1000000	116941	Alcohol_usually_taken_with_meals	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000000.PHENO1_cALL.glm.linear.gz
BROADBIN1000001	181621	Breastfed_as_a_baby	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000001.PHENO1_cALL.glm.linear.gz
BROADBIN1000002	32442	Handedness_(chirality/laterality):_Left-handed	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000002.PHENO1_cALL.glm.linear.gz
BROADBIN1000003	5517	Handedness_(chirality/laterality):_Use_both_right_and_left_hands_equally	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000003.PHENO1_cALL.glm.linear.gz
BROADBIN1000004	4567	Adopted_as_a_child	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000004.PHENO1_cALL.glm.linear.gz
BROADBIN1000005	7382	Part_of_a_multiple_birth	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000005.PHENO1_cALL.glm.linear.gz
BROADBIN1000006	88601	Maternal_smoking_around_birth	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000006.PHENO1_cALL.glm.linear.gz
BROADBIN1000007	76074	Father_still_alive	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000007.PHENO1_cALL.glm.linear.gz
BROADBIN1000008	130993	Mother_still_alive	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000008.PHENO1_cALL.glm.linear.gz
BROADBIN1000009	148601	Mood_swings	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000009.PHENO1_cALL.glm.linear.gz
BROADBIN1000010	141755	Miserableness	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000010.PHENO1_cALL.glm.linear.gz
BROADBIN1000011	90282	Irritability	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000011.PHENO1_cALL.glm.linear.gz
BROADBIN1000012	182340	Sensitivity_/_hurt_feelings	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000012.PHENO1_cALL.glm.linear.gz
BROADBIN1000013	134124	Fed-up_feelings	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000013.PHENO1_cALL.glm.linear.gz
BROADBIN1000014	77767	Nervous_feelings	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000014.PHENO1_cALL.glm.linear.gz
BROADBIN1000015	186559	Worrier_/_anxious_feelings	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000015.PHENO1_cALL.glm.linear.gz
BROADBIN1000016	56012	Tense_/_'highly_strung'	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000016.PHENO1_cALL.glm.linear.gz
BROADBIN1000017	154615	Worry_too_long_after_embarrassment	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000017.PHENO1_cALL.glm.linear.gz
BROADBIN1000018	69352	Suffer_from_'nerves'	/oak/stanford/groups/mrivas/ukbb/broad_collaboration/plink_formatted_assns/ukb1189_1859_v2.BROADBIN1000018.PHENO1_cALL.glm.linear.gz
