GBE_category	GBE_ID	N	GBE_NAME	GBE_short_name	GBE_short_name_len
INI	INI20016	45000	Fluid_intelligence_score	Fluid intelligence score	24
INI	INI25602	11067	Weighted-mean_L2_in_tract_parahippocampal_part_of_cingulum_(left)	WA L2 in tract parahippocampal part of cingulum (L)	51
INI	INI25028	11298	Median_T2star_in_caudate_(left)	Median T2star in caudate (L)	28
INI	INI25006	12327	Volume_of_grey_matter	Vol. of grey matter	19
INI	INI20121	578	Cascot_confidence_score	Cascot confidence score	23
INI	INI25692	11066	Weighted-mean_OD_in_tract_inferior_longitudinal_fasciculus_(right)	WA OD in tract inferior longitudinal fasciculus (R)	51
BIN_FC	BIN_FC10004728	10891	Leg_pain_on_walking	Leg pain on walking	19
BIN	BIN4096	167	Fractured_heel_(right)	Fractured heel (R)	18
BIN_FC	BIN_FC30020550	3286	Non-drug_therapies_taken_for_anxiety	Non-drug therapies taken for anxiety	36
BIN	BIN100260	14047	Added_milk_to_instant_coffee_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to instant coffee always (Diet, 24hr recall, Online follow-up)	73
HC	HC421	36	other_abdominal_problem	Other abdominal problem	23
HC	HC1273	169	TTE_osteomyelitis	TTE osteomyelitis	17
HC	HC566	52	TTE_unspecified_mycosis	TTE unspecified mycosis	23
INI	INI94	2596	Diastolic_blood_pressure,_manual_reading	Diastolic BP, manual reading	28
HC	HC1063	33	TTE_respiratory_disorders_in_diseases_classified_elsewhere	TTE respiratory disorders in diseases classified elsewhere	58
HC	HC1322	2714	TTE_hyperplasia_of_prostate	TTE hyperplasia of prostate	27
QT_FC	QT_FC1004581	45089	Financial_situation_satisfaction	Financial situation satisfaction	32
HC	HC1277	29	TTE_osteopathies_in_diseases_classified_elsewhere	TTE osteopathies in diseases classified elsewhere	49
BIN_FC	BIN_FC90100920	103	Cholesterol-lowering_milk_(Diet,_24hr_recall,_Online_follow-up)	Cholesterol-lowering milk (Diet, 24hr recall, Online follow-up)	63
BIN	BIN3591	2076	Ever_had_hysterectomy_(womb_removed)	Ever had hysterectomy (womb removed)	36
INI	INI23247	4564	Android_tissue_fat_percentage	Android tissue fat %	20
BIN_FC	BIN_FC10021072	16	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began	Infection diagnosed alongside IBS when IBS symptoms began	57
