GBE_category	GBE_ID	N	GBE_NAME	GBE_short_name	GBE_short_name_len
BIN	BIN100020	20768	Typical_diet_yesterday	Typical diet yesterday	22
BIN	BIN100240	17535	Coffee_consumed	Coffee consumed	15
BIN	BIN100260	11054	Added_milk_to_instant_coffee_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to instant coffee always (Diet, 24hr recall, Online follow-up)	73
BIN	BIN100280	4481	Added_milk_to_filtered_coffee_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to filtered coffee always (Diet, 24hr recall, Online follow-up)	74
BIN	BIN10030500	2376	Microalbumin_higher_than_40_mg/L	Microalbumin > 40 mg/L	22
BIN	BIN10030800	3957	Oestradiol_higher_than_212_pmol/L	Oestradiol > 212 pmol/L	23
BIN	BIN10030820	1695	Rheumatoid_factor_higher_than_16_IU/mL	Rheumatoid factor > 16 IU/mL	28
BIN	BIN100320	240	Added_milk_to_espresso_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to espresso always (Diet, 24hr recall, Online follow-up)	67
BIN	BIN100350	230	Added_milk_to_other_coffee_type_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to other coffee type always (Diet, 24hr recall, Online follow-up)	76
BIN	BIN100360	3383	Decaffeinated_coffee_always_(Diet,_24hr_recall,_Online_follow-up)	Decaffeinated coffee always (Diet, 24hr recall, Online follow-up)	65
BIN	BIN100390	19044	Tea_consumed	Tea consumed	12
BIN	BIN100460	15861	Added_milk_to_standard_tea_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to standard tea always (Diet, 24hr recall, Online follow-up)	71
BIN	BIN100470	1604	Decaffeinated_tea_always_(Diet,_24hr_recall,_Online_follow-up)	Decaffeinated tea always (Diet, 24hr recall, Online follow-up)	62
BIN	BIN100480	604	Added_milk_to_rooibos_tea_always_(Diet,_24hr_recall,_Online_follow-up)	Added milk to rooibos tea always (Diet, 24hr recall, Online follow-up)	70
BIN	BIN100510	5031	Other_non-alcoholic_drinks	Other non-alcoholic drinks	26
BIN	BIN100580	14495	Alcohol_consumed	Alcohol consumed	16
BIN	BIN100760	17312	Breakfast_cereal_consumed	Breakfast cereal consumed	25
BIN	BIN100880	8988	Dried_fruit_added_to_cereal_always_(Diet,_24hr_recall,_Online_follow-up)	Dried fruit added to cereal always (Diet, 24hr recall, Online follow-up)	72
BIN	BIN100890	15207	Milk_added_to_cereal_always_(Diet,_24hr_recall,_Online_follow-up)	Milk added to cereal always (Diet, 24hr recall, Online follow-up)	65
BIN	BIN100940	21042	Bread_consumed	Bread consumed	14
BIN	BIN101300	17556	Butter/margarine_on_bread/crackers	Butter/margarine on bread/crackers	34
BIN	BIN1020483	401	Ever_attempted_suicide_missing_is_control	Ever attempted suicide missing is control	41
BIN	BIN102080	12948	Yogurt/ice-cream_consumers	Yogurt/ice-cream consumers	26
BIN	BIN102130	11827	Dessert_consumers	Dessert consumers	17
BIN	BIN102250	15901	Sweet_snack_consumers	Sweet snack consumers	21
BIN	BIN102400	11763	Savoury_snack_consumers	Savoury snack consumers	23
BIN	BIN102520	5927	Soup_consumers	Soup consumers	14
BIN	BIN102700	9789	Starchy_food_consumers	Starchy food consumers	22
BIN	BIN102800	13879	Cheese_consumers	Cheese consumers	16
BIN	BIN102930	8456	Egg_consumers	Egg consumers	13
BIN	BIN103000	18720	Meat_consumers	Meat consumers	14
BIN	BIN103120	9216	Fat_removed_from_meat_always_(Diet,_24hr_recall,_Online_follow-up)	Fat removed from meat always (Diet, 24hr recall, Online follow-up)	66
BIN	BIN103130	8538	Skin_removed_from_poultry_always_(Diet,_24hr_recall,_Online_follow-up)	Skin removed from poultry always (Diet, 24hr recall, Online follow-up)	70
BIN	BIN103140	10517	Fish_consumer	Fish consumer	13
BIN	BIN103990	20741	Vegetable_consumers	Vegetable consumers	19
BIN	BIN104040	1848	Butter/margarine_added_to_potatoes	Butter/margarine added to potatoes	34
BIN	BIN104400	20038	Fruit_consumers	Fruit consumers	15
BIN	BIN104670	11298	Vitamin_supplement_user	Vitamin supplement user	23
BIN	BIN1210	13328	Snoring	Snoring	7
BIN	BIN12139	201	Believed_safe_to_perform_brain_MRI_scan	Believed safe to perform brain MRI scan	39
BIN	BIN12188	9216	Brain_MRI_measurement_completed	Brain MRI measurement completed	31
BIN	BIN1518	34095	Drinks_hot_drinks_or_not	Drinks hot drinks or not	24
BIN	BIN1618	16109	Alcohol_usually_taken_with_meals	Alcohol usually taken with meals	32
BIN	BIN1677	19993	Breastfed_as_a_baby	Breastfed as a baby	19
BIN	BIN1677	19993	Breastfed_as_a_baby	Breastfed as a baby	19
BIN_FC	BIN_FC10001677	19993	Breastfed_as_a_baby	Breastfed as a baby	19
BIN_FC	BIN_FC10001677	19993	Breastfed_as_a_baby	Breastfed as a baby	19
BIN	BIN19	5297	Heel_ultrasound_method	Heel ultrasound method	22
BIN	BIN1920	16199	Mood_swings	Mood swings	11
BIN	BIN1920	16199	Mood_swings	Mood swings	11
BIN_FC	BIN_FC10001920	16199	Mood_swings	Mood swings	11
BIN_FC	BIN_FC10001920	16199	Mood_swings	Mood swings	11
BIN	BIN1930	15717	Miserableness	Miserableness	13
BIN	BIN1930	15717	Miserableness	Miserableness	13
BIN_FC	BIN_FC10001930	15717	Miserableness	Miserableness	13
BIN_FC	BIN_FC10001930	15717	Miserableness	Miserableness	13
BIN	BIN1940	10467	Irritability	Irritability	12
BIN	BIN1940	10467	Irritability	Irritability	12
