GBE_category	GBE_ID	N	GBE_NAME	GBE_short_name	GBE_short_name_len
Abdominal_MRI	INI22400	2	Liver_iron_(Fe)	Liver iron (Fe)	15
Abdominal_MRI	INI22401	2	Liver_inflammation_factor_(LIF)	Liver inflammation factor (LIF)	31
Abdominal_MRI	INI22402	5	Liver_fat_percentage	Liver fat %	11
Abdominal_MRI	INI22403	8	Anterior_thigh_lean_muscle_volume_(right)	Anterior thigh lean muscle volume (R)	37
Abdominal_MRI	INI22404	8	Posterior_thigh_lean_muscle_volume_(right)	Posterior thigh lean muscle volume (R)	38
Abdominal_MRI	INI22405	8	Anterior_thigh_lean_muscle_volume_(left)	Anterior thigh lean muscle volume (L)	37
Abdominal_MRI	INI22406	8	Posterior_thigh_lean_muscle_volume_(left)	Posterior thigh lean muscle volume (L)	38
Abdominal_MRI	INI22407	27	Visceral_adipose_tissue_volume_(VAT)	Visceral adipose tissue volume (VAT)	36
Abdominal_MRI	INI22408	27	Abdominal_subcutaneous_adipose_tissue_volume_(ASAT)	Abdominal subcutaneous adipose tissue volume (ASAT)	51
Abdominal_MRI	INI22409	27	Total_thigh_muscle_volume	Total thigh muscle volume	25
Abdominal_MRI	INI22410	8	Total_trunk_fat	Total trunk fat	15
Anthropometry	INI12144	105	Height	Height	6
Anthropometry	INI20015	1148	Sitting_height	Sitting height	14
Anthropometry	INI21001	1147	Body_mass_index_(BMI)	BMI	3
Anthropometry	INI21002	1147	Weight	Weight	6
Anthropometry	INI23098	1141	Weight	Weight	6
Anthropometry	INI23099	1139	Body_fat_percentage	Body fat %	10
Anthropometry	INI23100	1132	Whole_body_fat_mass	Whole body fat mass	19
Anthropometry	INI23101	1141	Whole_body_fat-free_mass	Whole body fat-free mass	24
Anthropometry	INI23102	1141	Whole_body_water_mass	Whole body water mass	21
Anthropometry	INI23104	1141	Body_mass_index_(BMI)	BMI	3
Anthropometry	INI23105	1141	Basal_metabolic_rate	Basal metabolic rate	20
Anthropometry	INI23106	1141	Impedance_of_whole_body	Impedance of whole body	23
Anthropometry	INI23107	1141	Impedance_of_leg_(right)	Impedance of leg (R)	20
Anthropometry	INI23108	1141	Impedance_of_leg_(left)	Impedance of leg (L)	20
Anthropometry	INI23109	1141	Impedance_of_arm_(right)	Impedance of arm (R)	20
Anthropometry	INI23110	1141	Impedance_of_arm_(left)	Impedance of arm (L)	20
Anthropometry	INI23111	1141	Leg_fat_percentage_(right)	Leg fat % (R)	13
Anthropometry	INI23112	1141	Leg_fat_mass_(right)	Leg fat mass (R)	16
Anthropometry	INI23113	1141	Leg_fat-free_mass_(right)	Leg fat-free mass (R)	21
Anthropometry	INI23114	1141	Leg_predicted_mass_(right)	Leg pred. mass (R)	18
Anthropometry	INI23115	1140	Leg_fat_percentage_(left)	Leg fat % (L)	13
Anthropometry	INI23116	1140	Leg_fat_mass_(left)	Leg fat mass (L)	16
Anthropometry	INI23117	1140	Leg_fat-free_mass_(left)	Leg fat-free mass (L)	21
Anthropometry	INI23118	1140	Leg_predicted_mass_(left)	Leg pred. mass (L)	18
Anthropometry	INI23119	1140	Arm_fat_percentage_(right)	Arm fat % (R)	13
Anthropometry	INI23120	1140	Arm_fat_mass_(right)	Arm fat mass (R)	16
Anthropometry	INI23121	1140	Arm_fat-free_mass_(right)	Arm fat-free mass (R)	21
Anthropometry	INI23122	1140	Arm_predicted_mass_(right)	Arm pred. mass (R)	18
Anthropometry	INI23123	1140	Arm_fat_percentage_(left)	Arm fat % (L)	13
Anthropometry	INI23124	1140	Arm_fat_mass_(left)	Arm fat mass (L)	16
Anthropometry	INI23125	1140	Arm_fat-free_mass_(left)	Arm fat-free mass (L)	21
Anthropometry	INI23126	1140	Arm_predicted_mass_(left)	Arm pred. mass (L)	18
Anthropometry	INI23127	1140	Trunk_fat_percentage	Trunk fat %	11
Anthropometry	INI23128	1140	Trunk_fat_mass	Trunk fat mass	14
Anthropometry	INI23129	1139	Trunk_fat-free_mass	Trunk fat-free mass	19
Anthropometry	INI23130	1139	Trunk_predicted_mass	Trunk pred. mass	16
Anthropometry	INI3077	1148	Seating_box_height_used_for_the_sitting_height_measurement_(UKB_ID:_51,_GBE_ID:_INI51)	Seating box height used for the sitting height measurement (UKB ID: 51, GBE ID: INI51)	86
Anthropometry	INI3160	9	Weight,_manual_entry	Weight, manual entry	20
Anthropometry	INI48	1148	Waist_circumference	Waist circumference	19
Anthropometry	INI49	1148	Hip_circumference	Hip circumference	17
Anthropometry	INI50	1147	Standing_height	Standing height	15
Arterial_stiffness	INI21021	547	Pulse_wave_Arterial_Stiffness_index	Pulse wave Arterial Stiffness index	35
Arterial_stiffness	INI4194	552	Pulse_rate	Pulse rate	10
Arterial_stiffness	INI4195	552	Pulse_wave_reflection_index	Pulse wave reflection index	27
Arterial_stiffness	INI4196	552	Pulse_wave_peak_to_peak_time	Pulse wave peak to peak time	28
Arterial_stiffness	INI4198	552	Position_of_the_pulse_wave_peak	Position of the pulse wave peak	31
Arterial_stiffness	INI4199	552	Position_of_pulse_wave_notch	Position of pulse wave notch	28
Biomarkers	INI10030500	323	Microalbumin_in_urine	Microalbumin in urine	21
Biomarkers	INI10030500	323	Microalbumin_in_urine	Microalbumin in urine covariate adjusted	40
Biomarkers	INI10030510	1045	Creatinine_in_urine	Creatinine in urine	19
Biomarkers	INI10030510	1045	Creatinine_in_urine	Creatinine (enzymatic) in urine covariate adjusted	50
Biomarkers	INI10030520	1045	Potassium_in_urine	Potassium in urine	18
Biomarkers	INI10030520	1045	Potassium_in_urine	Potassium in urine covariate adjusted	37
Biomarkers	INI10030530	1044	Sodium_in_urine	Sodium in urine	15
Biomarkers	INI10030530	1044	Sodium_in_urine	Sodium in urine covariate adjusted	34
Biomarkers	INI10030600	984	Albumin	Albumin	7
Biomarkers	INI10030600	984	Albumin	Albumin covariate adjusted	26
Biomarkers	INI10030610	1082	Alkaline_phosphatase	Alkaline phosphatase	20
Biomarkers	INI10030610	1082	Alkaline_phosphatase	Alkaline phosphatase covariate adjusted	39
Biomarkers	INI10030620	1081	Alanine_aminotransferase	Alanine aminotransferase	24
Biomarkers	INI10030620	1081	Alanine_aminotransferase	Alanine aminotransferase covariate adjusted	43
Biomarkers	INI10030630	974	Apolipoprotein_A	Apolipoprotein A	16
Biomarkers	INI10030630	974	Apolipoprotein_A	Apolipoprotein A covariate adjusted	35
Biomarkers	INI10030650	1070	Aspartate_aminotransferase	Aspartate aminotransferase	26
Biomarkers	INI10030650	1070	Aspartate_aminotransferase	Aspartate aminotransferase covariate adjusted	45
Biomarkers	INI10030660	915	Direct_bilirubin	Direct bilirubin	16
Biomarkers	INI10030660	915	Direct_bilirubin	Direct bilirubin covariate adjusted	35
Biomarkers	INI10030670	1080	Urea	Urea	4
Biomarkers	INI10030670	1080	Urea	Urea covariate adjusted	23
Biomarkers	INI10030680	987	Calcium	Calcium	7
Biomarkers	INI10030680	987	Calcium	Calcium covariate adjusted	26
Biomarkers	INI10030700	1081	Creatinine	Creatinine	10
Biomarkers	INI10030700	1081	Creatinine	Creatinine covariate adjusted	29
Biomarkers	INI10030710	1077	C-reactive_protein	C-reactive protein	18
Biomarkers	INI10030710	1077	C-reactive_protein	C-reactive protein covariate adjusted	37
Biomarkers	INI10030720	1082	Cystatin_C	Cystatin C	10
Biomarkers	INI10030720	1082	Cystatin_C	Cystatin C covariate adjusted	29
Biomarkers	INI10030730	1081	Gamma_glutamyltransferase	Gamma glutamyltransferase	25
Biomarkers	INI10030730	1081	Gamma_glutamyltransferase	Gamma glutamyltransferase covariate adjusted	44
Biomarkers	INI10030740	986	Glucose	Glucose	7
Biomarkers	INI10030740	986	Glucose	Glucose covariate adjusted	26
Biomarkers	INI10030750	1032	HbA1c	HbA1c	5
Biomarkers	INI10030750	1032	HbA1c	Glycated haemoglobin (HbA1c) covariate adjusted	47
Biomarkers	INI10030760	986	HDL_cholesterol	HDL cholesterol	15
Biomarkers	INI10030760	986	HDL_cholesterol	HDL cholesterol covariate adjusted	34
Biomarkers	INI10030770	1074	IGF-1	IGF-1	5
Biomarkers	INI10030770	1074	IGF-1	IGF 1 covariate adjusted	24
Biomarkers	INI10030790	980	Lipoprotein_A	Lipoprotein A	13
Biomarkers	INI10030790	980	Lipoprotein_A	Lipoprotein A covariate adjusted	32
Biomarkers	INI10030810	986	Phosphate	Phosphate	9
Biomarkers	INI10030810	986	Phosphate	Phosphate covariate adjusted	28
Biomarkers	INI10030830	979	SHBG	SHBG	4
Biomarkers	INI10030830	979	SHBG	SHBG covariate adjusted	23
Biomarkers	INI10030840	1069	Total_bilirubin	Total bilirubin	15
Biomarkers	INI10030840	1069	Total_bilirubin	Total bilirubin covariate adjusted	34
Biomarkers	INI10030850	1008	Testosterone	Testosterone	12
Biomarkers	INI10030850	1008	Testosterone	Testosterone covariate adjusted	31
Biomarkers	INI10030860	984	Total_protein	Total protein	13
Biomarkers	INI10030860	984	Total_protein	Total protein covariate adjusted	32
Biomarkers	INI10030870	1081	Triglycerides	Triglycerides	13
Biomarkers	INI10030870	1081	Triglycerides	Triglycerides covariate adjusted	32
Biomarkers	INI10030880	1080	Urate	Urate	5
Biomarkers	INI10030880	1080	Urate	Urate covariate adjusted	24
Biomarkers	INI10030890	1055	Vitamin_D	Vitamin D	9
Biomarkers	INI10030890	1055	Vitamin_D	Vitamin D covariate adjusted	28
Biomarkers	INI20030640	1074	Apolipoprotein_B	Apolipoprotein B	16
Biomarkers	INI20030640	1074	Apolipoprotein_B	Apolipoprotein B covariate and statin adjusted	46
Biomarkers	INI20030690	1082	Cholesterol	Cholesterol	11
Biomarkers	INI20030690	1082	Cholesterol	Cholesterol covariate and statin adjusted	41
Biomarkers	INI20030780	1082	LDL_cholesterol	LDL cholesterol	15
Biomarkers	INI20030780	1082	LDL_cholesterol	LDL direct covariate and statin adjusted	40
Biomarkers	INI30030650	1069	AST_to_ALT_ratio	AST to ALT ratio	16
Biomarkers	INI30030700	1081	eGFR	EGFR	4
Biomarkers	INI30030700	1081	eGFR	EGFR covariate adjusted	23
Biomarkers	INI30030860	984	Non-albumin_protein	Non-albumin protein	19
Blood_assays	BIN23050	21	HSV-1_seropositivity_for_Herpes_Simplex_virus-1	HSV-1 seropositivity for Herpes Simplex virus-1	47
Blood_assays	BIN23051	4	HSV-2_seropositivity_for_Herpes_Simplex_virus-2	HSV-2 seropositivity for Herpes Simplex virus-2	47
Blood_assays	BIN23052	25	VZV_seropositivity_for_Varicella_Zoster_Virus	VZV seropositivity for Varicella Zoster Virus	45
Blood_assays	BIN23053	26	EBV_seropositivity_for_Epstein-Barr_Virus	EBV seropositivity for Epstein-Barr Virus	41
Blood_assays	BIN23054	24	CMV_seropositivity_for_Human_Cytomegalovirus	CMV seropositivity for Human Cytomegalovirus	44
Blood_assays	BIN23055	24	HHV-6_overall_seropositivity_for_Human_Herpesvirus-6	HHV-6 overall seropositivity for Human Herpesvirus-6	52
